index,text,ratio,level,model,size
8,"'Недавно он был жизнерадостным и мощным человеком, легко державшийся на руках, как будто поднимал свое тело вверх ногами и танцевал плавно, словно парус на ветре. Мог быстро поднять стул, разорвать верёвку крепкими мышцами рук. Его тело пульсировало энергией, желая преодолеть стену, пойти на удар, в одном слове — совершить заметное действие, как мы говорили в молодости. Сейчас что-то изменилось, словно механизм слегка испортился. Он начал сутулиться и признался другу Подтягину, что страдает бессонницой. Ночью накануне понедельника плохо спал, проведя двадцать минут в непристойной компании человека в остановленном лифте. Утро следующего дня началось тяжело: долгое время сидел голым, держа вытянутые холодные руки между коленями, пораженный осознанием, что снова должен был одеть рубаху, носки, брюки — вещи казавшиеся нынешней обузой. Подобное чувство вызывало у него воспоминание о бедном цыганском пуделе, словно замученном в человеческой одежде. Частично апатия объяснялась отсутствием работы. За прошедший зимний период удалось скопить небольшую сумму денег, от которой осталось около двухсот марок, потому что последние месяцы были дорогими. В предыдущем году, прибыв в Берлин, он быстро нашел работу и продолжал трудиться вплоть до января, выполняя разнообразные задания: испытывал трудности утренних поездок на завод; чувствовал боль в ногах после десяти километров беготни с подносом среди ресторанных столов заведения «Пир Горой». Занимался также посредничеством, предлагая любые товары, какие попадались под руку — будь то баранки, средство для укладки волос или драгоценности. Он ничего не отвергал: неоднократно зарабатывал продажей собственной тени, как многие из нас. Иными словами, участвовал в массовке киносъемок за городом, где огромные прожекторы, направленные на группу статистов, ярко освещали лица людей своим ярким резким светом, создавая ощущение дискомфорта и стыда. После завершения съемки контракт считался выполненным, и заработанная сумма расходовалась.'",31.25,1,mistral,7b
9,"'Весь день пребывая на кровати кажется, будто караулишься перед ясным, солнечным небом, взобравшись на вершину, видишь лиственные кроны деревьев, освещённых жарким солнечным светом, тонкие провода, предоставляющие убежище птицам, и деревянный козырь над тропинкой красного цвета рядом с парадным входом. Снаружи доносятся приятные звуки природы: певческое пение птиц, удалённый воронковый лай собак, трепещущие шумы водяного насоса. В заросшем солнечным светом помещении лежишь неподвижно, погружен в размышления о предстоящем восхождении, наблюдая как золотые лучи света плывут по поверхности стола, глядя как клубок нитей падает со коленей сидящей рядом матери и легко катится по гладкой деревянной поверхности... Именно здесь, в этой комнате, когда Ганин находился на выздоровлении в возрасте шестнадцати лет, сформировался ментальный образ рая и девушки, которого он позже увидел в реальности. Этот процесс формирования образа происходил благодаря совокупности факторов окружающей обстановки: картинам на стенах, звукам природы за окном, изображению Христа в киоте, журчащей воде в раковине. Частью развивающегося образа стала атмосфера солнечного света в помещении, и очевидно, что без воздействия этой среды такой образ не мог бы появиться. По сути, это были обычные чувства юности, мечтательные переживания, однако сейчас Ганину представлялось, что такое совпадение мыслей и действительности ранее не происходило столь совершенно. Всякий день он путешествовал из одного сада в другой, посещал различные кафе, а воспоминания всегда затягивали его вперёд, подобно текущему в весеннем небе облаку в Берлине. Гостям кафе казалось, что мужчина, увлекательно смотревший далеко, переживает глубокий горечь, а на улицах он случайно сталкивался с прохожими, один раз водитель автомобиля резко остановился и выразил недовольство, чуть не столкнувшись с ним. Ганин чувствовал себя творцом, восстанавливающим утраченный мир. Постепенно он возвращал детали исчезнувшего мира ради той женщины, которой ещё не решился придать место в нём, пока восстановление не завершится целиком. Однако мысль о ней, ощущение её присутствия, почти забытое воспоминание прошлых впечатлений вынуждало его завершить создание образа окончательно, хотя он сознательно откладывал появление этого образа, поскольку хотел приблизиться к нему поэтапно, следуя определённой последовательности шагов. Стараясь избежать путаницы среди ярких образов прошлого, он аккуратно реконструировал события своей жизни, иногда останавливаясь на незначительных деталях, избегая преждевременного перехода к последующим этапам. Бродя по Берлину тёплым майским днём, он действительно выздоравливал физически, испытывал первые признаки восстановления после болезни, слабость в ногах, рассматривал своё отражение в зеркалах. Одежда выглядела особенно чистой, свободной и слегка непривычной. Медленно продвигаясь по широкому парку, окруженному деревьями, он замечал маленькие земляные бугорки чёрного цвета, образовавшиеся в результате деятельности животных. Он надел белую нижнюю одежду и светло-фиолетовые носки.'",21.46,1,mistral,7b
10,"'Я на свет появился пятидесят лет назад, в центральной части России, в родовом поместье моего отца, где деревья затянули руки и земля прикоснулась ко мне. Мой день рождения не был прощён волнами памяти, я его знаю лишь как точку на карте моей жизни. Кажется, я никогда не испытывал возрастных изменений, но сейчас почувствовал, что меня охватило какое-то незнакомство со своим прошлым, и, следовательно, сближение с дальним будущим. Живу на отдалённом острове, где смерть — чужак, а я, возможно, бы не знал о ней, если бы не захватила меня таинственная тоска, которая кажется предвестницей бессмертия. Или же это злобный призрак, который подстрекает к страху смерти? Наверно, я бы понял о ней и не боялся, если бы не была смерть таинственной для меня? Касается происхождения рода Арсеньевых, то оно затонуло в древности. Как бы это ни было сказано — фамилия наша ещё отзвучивает в сознании людей, как звон колокола повелителя времени. Род наш известен и уважаем, но история оставила свой след лишь в памяти старых лесников и охотников. Мы — единичные капли во множестве океана жизни, погружённого в бездну времени и пространства, где все мы тщательно скрыты от глаз мира.'",24.8,1,mistral,7b
11,"'Что за день! Его прошлость кажется словно вечная туча, сопровождая меня в постоянном напряженье: еще раз поднимаются поминальные молитвы, еще один раз средин люди - прибывшие и уходящие соседи, а также дети безо всякого беспокойства играют в закрытой комнате, где регулярно плачет няня...\nДнову настает темнота, и снова люди стекаются в зал, чтобы собраться и ждать следующей поминальной службы, низко говоря друг с другом... Затем появляются священники, после чего тишина падает - свечи зажигаются, происходит облачение в полной тишине, начинается подготовка к божественному служению, а затем следуют первые размахивания кадилом и первое произнесенное слово — все эти события представлялись мне важными настолько, что я больше не мог смотреть вперед на роскошный бархатный гроб, установленный на связанных столах, и на тело, лежащее внутри гроба, покрытое золоченым покровом, украшенное золотой иконкой на груди и жесткой белой подушкой, погруженное в мрачную тьму вечного сна, лицо которого имеет черные впадины вокруг глаз и отражает металлический блеск через теплоту и аромат падающего дыма, мерцающего ярким блеском.'",32.7,1,mistral,7b
12,"'Адрес прокуратора быстро и точно выполнили, и солнце, ярко освещая Ершалаим в последние дни, еще не достигло своего апогея, когда на верхней террасе сада с белыми мраморными львицами произошла встреча между прокуратором и исполняющим обязанности председателя Синедриона иудейского первосвященником Иосифом Каифой. Сквозь колонны, покинутые светлом светом солнца и озаренные необычными формами пальм, открывался прокуратору вид на весь Ершалаим вместе с его висячими мостами, укреплениями и главным образом величественным храмом, крытым золотой плиткой. Крепкий слух прокуратора слышил издалека тихий шум толпы, который отчасти сопровождался тонкими возгласами. Слушая голос людей волнений и ожидающих решения суда, услышанные им крики взволнованных торговцев водой, прокуратор пришел к выводу, что внизу, около городских стен, уже собрался большой поток обеспокоенных горожан. Этот сквозной образ в тексте создает дискурсивную идиоматичность.'",31.54,1,mistral,7b
13,"'Вероятно, изменение внешности судьи-прокурора могло быть вызвано приближением заката солнца. Внешность его претерпела значительные изменения: он казался более старшим, усталым и напряженным. На один момент он обратился к пустому креслу и вдруг совершил неожиданное прикосновение - затронул плащ своей рукой, потом оставил его и начал беспокоиться на балконе. Ночь уже затянулась, тени освоили все уголки комнаты, и, возможно, уставшему судье казалось, что в пустом кресле сидит кто-то другой. Он попытался поддаться своей слабости, касаясь плаща, но затем бросил его боковой лестницей и начал ходить вокруг балкона, как будто пытаясь найти там утешение. Чувство печали спутнило судью всю ночь, постоянно возвращаясь к одной и той же мысли - о том, какая была его ошибка, которую он хотел исправить, выпивая столбы вина. Вскоре он осознал причину своего страдания, однако попытался убедить себя в своей невиновности. На протяжении всей ночи судья слабо удавалось преодолеть иллюзию, что его дневные действия были более значительными, чем вечерние, и что он не ошибался в своем решении. Однако этот оптимистический настрой продержался всего лишь несколько минут, после чего судья вернулся к своей угнетающей идее - о том, что он не сможет избежать последствий своих действий. В конце концов, когда залпала тревога, судья, казавшийся перед этим наполовину опьяненным, вдруг почувствовал себя очень сдержанно и устремился в свою кабинет.'",36.75,1,mistral,7b
14,"'Вечер конференции прошёл в атмосфере технического энтузиазма, организованной в одном из престижных политехнических институтов. Я стал гостем этого заметного мероприятия и выразил свои мысли в жгучем дискуссионном разговоре. В течение нескольких минут необходимая информация была подготовлена и передана секретарю. Вскоре я познакомился с редактором Туронком — энергичным, сладковатым и притворно вежливым человеком. Обычно он выглядит застенчивым и нерешительным, но сейчас он отображал сильное возбуждение: - Вами допущена грубая политическая ошибка. - Какая конкретно? - Вы указали перечень стран… - Это запрещено? - Нет, указывать можно и даже необходимо. Однако важно соблюдать правильный порядок последовательности. Здесь были указаны Венгрия, ГДР, Дания, затем Польша, Советский Союз и ФРГ… - Мне кажется, последовательность установлена в алфавитном порядке. - Это слишком неправильно, - выразил недовольство Туронок, - существует строго определённый порядок: сначала демократические государства, затем нейтральные страны, а лишь в конце государства-участники военного союза. - Понимаю, я исправил информацию и передал ее секретарю. На следующий день снова я встретился с Туронком: - Почувствовал, будто вы насмехаетесь над моим невежеством! Вы это делаете специально? - Как могло быть иначе? - В списке государств народной демократии была нарушена правильная последовательность. Сначала указана ГДР, затем Венгрия. Я снова применил алфавит? Необходимо избегать подобного подхода! Ведь вы являетесь сотрудником партийной газеты. Поместите Венгрию на третье место! Прежде там произошёл государственный переворот. - Не могу не запомнить, между нашей страной и Германией ранее велись военные действия. - Это не имеет значения! Чем вызывают ваши возражения? Эта страна уже совершенно другая! Кому вообще поручено проверять вашу работу? Вы прямо выражаете политическую ограниченность, недоразвитие нравственных качеств! Вопросы будут рассмотрены соответствующим образом… За мою предоставленную информацию мне было оплачено вознаграждение в размере двух рублей. Я надеялся получить больше — три рубля.'",35.0,1,mistral,7b
15,"'В этой повести отсутствуют саванны идеальных героев, абсолютные злодеи прикрываются лишь масками добродетели... Здесь нет ни ангельских персонажей, ни демонических. Искренние люди в реальной жизни таковы, как облака - скрыты, но всегда на виду. Около десяти лет я проникаю в души...\n\nОдин критик заметил мне: \n- В твоих персонажах преобладает аморальность. Если человек совершает плохое, то сюжет должен его либо увлечь в пучину вины, либо наказать... Но у тебя поступки кажутся естественными, как природные явления зимы или весны.\n- Почему ты считаешь всех моих персонажей плохими людьми? - спросил я. - Приведите пример такого поступка.\nКритик бросал мне взгляд, как бы разговаривая с человеком, запертым в клетке, оправдывающим своё поведение...\n\nУже долгое время я не делю людей на добрых и злых. Более того, я сомневаюсь, что каждое преступление обязательно вызывает чувство вины, а каждый героический поступок приносит счастье. Человек - это именно таким, каким он воспринимает самого себя. Его сильные стороны и недостатки раскрываются в жизни... '",23.0,1,mistral,7b
16,"'Описывают Благодатное как ничем не примечательное: известный бородинский дом обыденный, с даже ощутимым недостатком – одна сторона значительно переделана после пожара, а сад обычный, старый, тенистый – такие сады в России встречаются часто; поля просторные, лес хороший, тем не менее и это обычное явление. Жители жесткие: живут бедно, земли мало, ранее переселялись, потом возвращались обратно, а во время событий, хотя дом не был поджжен и лошадей не лишили зрения, как случилось у соседа Бессонова, ходили слухи о намерении сжечь дом, уничтожить имущество и захватить бородинские земли. Когда говорили об аномалиях Петра Николаевича, рассказывали о чём-то поверхненормальном, что стыдно повторить. В конечном счете всех просили избегать посещений Благодатного независимо от обстоятельств: место неблагоприятное. Заботливый доброжелатель рекомендовал Александре Павловне обратиться с жалобой к губернатору, но она категорически отказывалась выслушивать подобные предложения. По её мнению, слухи полностью безосновательны и поднимать этот вопрос лишь бы перенести вину на другого человека. К тому же обсуждения слабо текут сами по себе – ведь люди умнее, чем кажется в первый взгляд.'",32.0,1,mistral,7b
17,"'Все дети были здоровы и непобедимы, несмотря на множество приключений, которые они смело поднимали над головой: поедая снег как солнце, ныряв в прохладные летощетки зимой, поглатывая огромных мух для заражения и избегания школы, а также поедая сухие грибочки покрытые плесенью, соблюдая старые рецепты бабушек — как лекарство от страха во время грозы. Они регулярно купались в расселинах. Все эти необычные действия никак не сказывались на их здоровье. Женя, однако, выделялся из толпы. После перенесенных Колей скарлатины и кори — заболеваний, которые сам он заразился, Женя заразился дифтеритом и временно потерял зрение. Спустя время его способность видеть вернулась, однако регулярно возникали сильные головные боли, ощущаемые преимущественно между брови и в области висков. Когда начиналась боль, Женя рыдал, будто страдая от непомерной тоски, почти непрерывно издавая звуки, похожие на стоны. По ночам спящий мальчик совершал странные действия: выходил на крыши зданий, передвигался по карнизам как безнадёжно увлечённый капитан, иногда доходя до краёв. В детстве, когда случались приступы, ребенка укладывали рядом с мощами святых, а в доме у Вареньки находился особый иконостас — бархатные варежки и шапочка, соприкасавшиеся с этими святыми останками, которыми протирали лицо мальчика. Иногда девочку Прасковью отправляли в Боголюбовский монастырь к священнику-отшельнику отцу Глебу молиться об избавлении от страданий, после чего наблюдалось некоторое облегчение состояния. У Жени взгляд часто выглядел печальным, он редко участвовал в драках, но если его разозлить, действовал решительно как бы начинающий бурю.'",13.0,1,mistral,7b
18,"'До рождения Вавилена Татарского прошло многие исторические события, в том числе победа одного цвета над другим. В результате он принадлежал ко поколению, известному как «П». Когда ему объяснили, что будет копирайтером, он был бы шокирован до такой степени, что случайно пролил бы сок Певзи-кола на жаркий песок пляжа. Издавна дети мечтали стать пожарными или врачами, а понятие «дизайнер» воспринималось как загадочное заимствование, временно осевшее в русском языке до тех пор, пока ситуация не ухудшилась международными отношениями. В то время русский язык и каждый день были полны необычных событий и непонятных вещей. Например, имя «Вавилен», данное отцом Татарскому, казалось очень необычным. Оно было создано путем слияния фамилий писателя Василия Аксёнова и политического деятеля Владимира Ленина. Отец Татарского возможно представлял себя энтузиастом идей Ленина, осознававшим важность свободной любви благодаря произведениям Аксёнова, или эстетом и поклонником джаза, внезапно убеждающимся в неизбежности победы коммунистического строя после прослушивания длинной мелодии, исполненной на саксофоне. Исповедующие аналогичные идеи были не только родители Татарского: большинство советских людей того времени славились созданием жанра любительской песни и запуском в космос первого спутника Земли, символизировавшего собой несостоявшийся будущий. Сам Татарский чувствовал себя неуверенно из-за своего имени и предпочитал называться окружающим Владимиром. Позже он начал обманывать своих друзей в происхождении имени, говоря, что отец дал ему имя из-за увлечения восточными учениями и стремился указать на связь сына с городом Вавилоном, знания и мудрость которого он должен был перенять. Слияние же имен Аксёнов и Ленин произошло из-за заинтересованности отца философией, согласно которой считалось необходимым объединить противоположные идеи. Хотя эта версия звучала очень интересно, Татарский без труда обменял паспорт на имя Вавилен на новый документ с именем Владимир.'",37.0,1,mistral,7b
19,"""На Тверском бульваре наступило зимнее пышье преображение - улицы увеселялись снежными лесами и ветровыми хорами, а воздух был заполнен дымкой горящих пепелищ. На лавочках сидели такие же пожилые женщины, неподвижно ожидающие; сверху, среди голых чёрных деревьев, лучок солнца проникал в морозный мир, как красное сердце в холодном теле. Однако настоящая зима была приходом тёмного мутного тумана, погружающего весь город в неопределённость и мрачную сомненье. Ветер дул сильнее обычного, как буря по льду, сносившая все на своем пути - ощущение страшной одиночести, когда ты один перед лицом стихии. Статуя Пушкина выглядела более грустной, чем обычно; вероятно из-за того, что на ней висел красный фартук с надписью: «Да здравствует первая годовщина революции». Слова 'революция' и 'годовщину' выглядели как будто сшиты из одиноких суглобов, в которых не было смысла и нет эмоций. А наступающие сумерки только усиливали это ощущение пустоты. Из-за плотной снежной завесы едва различимым оставался Страстной монастырь. Перед зданием монастыря находились две грузовые машины с открытыми кузовами, покрытые яркой красной тканью; рядом собралась группа людей, слышался голос выступающего человека, отдельные слова которого звучали неразборчиво, однако общий смысл речи легко воспринимался благодаря чёткому произношению звуков «р» в словах «пролетариат» и «террор». Рядом со мной прошли двое солдат, находящихся в состоянии алкогольного опьянения, за спиной каждого из них покачивались винтовки со штыком. Один из солдат задержал на мне пристальный взгляд, притормозил шаг и приготовился заговорить; к счастью, его товарищ потянул его за одежду, и они продолжили путь дальше.""",37.5,1,mistral,7b
20,"'В этот период дверь открылась, и Вощев увидел косаря, работающего ночью с чайником для группы рабочих: вода закипела на колокольной плите, которую растопили во дворе общежития; ночной период отдыха закончился, пришло время утреннего завтрака перед началом трудового дня... Старые деревянные сельские часы висели на стене и непреклонно работали благодаря силе тяжести маятника; механизм часов был оберткой цветка, намеренного успокоить сердце любого человека, смотрящего на него. Рабочие сели themselves по бокам длинного стола, косарь, исполняющий обязанности повара в общежитии, разрезал хлеб и дал каждому кусок, дополнительно раздав небольшую кусочку вчерашнего холодного мяса. Рабочие приступили к еде серьёзно, воспринимая пищу как ненужное действие, не испытывая удовольствия от приема пищи. Несмотря на осознание смысла жизни, что является условием абсолютного счастья, их лица казались тусклыми и истощёнными, вместо удовлетворения жизнью они испытывали утомление. Вощев наблюдал за этими печальными людьми, способными сдерживать гордыню и строго помнить о правде, и чувствовал некоторую надежду и страх потери; он уже был доволен тем фактом, что правда существует в сознании близкого ему человека, недавно говорившего с ним. — Пойдем вместе поедим! — пригласили Вощева рабочие. Вощев поднялся и, ещё не уверенный окончательно в том, что окружающий мир существует, направился к столу, чувствуя неловкость и тревогу.'",32.86,1,mistral,7b
21,"'Машинист-подмастерье внимательно наблюдал, как Захар Павлович умело чистит котлы локомотивов, делавшиеся руками его методичными и осторожными, но ни разу не хвалил его. Учитель понимал, что работа машин зависит больше от внутренних свойств материалов и физических законов, нежели от знаний или мастерства человека; участие человека минимально. Природные ресурсы, энергия и материалы позволяют людям достигать успеха, даже в случаях, когда усилия незначительны. Неквалифицированный работник способен зажигать огонь в котлах, после чего двигатель займет ход самостоятельно, а работник останется лишь свидетелем событий. В случае дальнейшего упрощения эксплуатации техники люди потеряют свою ценность из-за ненадёжности достигнутых результатов и станут бесполезны, как коррозия металлов. Локомотивам же предстоит заменить людей и получить свободу в работе. Тем не менее учитель критиковал Захара Павловича реже других машинистов, потому что последний работает осторожно и скромно, без грубости или небрежности. Однажды после долгой беседы с сослуживцем Захар-Подмастерье набрался смелости и спросил своего учителя: – Разрешите узнать ваше мнение: почему люди столь посредственны, а каждая машина обладает выдающимися характеристиками? На вопрос этот учитель отвечал напряженно, потому что считал свою привязанность к локомотивам исключительно личным чувством. Про себя учитель думал: «Вот ещё один неопытный работник появился... зачем ему нужно изучать технику?» Оба стояли рядом с локомотивом, двигатели которого разогревались для предстоящего ночного скорого рейса. Несколько минут учитель внимательно изучал машину, испытывая привычное удовольствие. Локомотив был величественным, горящим, внушающим ощущение гармонии и величия. У учителя возникло чувство восторга, которое побуждало к движению. Ворота депо открывались наружу, позволяя видеть летний вечерний пейзаж, ассоциировавшийся с наступлением будущего, возможностью вновь ощутить ветер и скорость на железнодорожных путях, испытать волнение ночью вместе с тихим равномерным шумом искусной машины. Учитель неозабощенно сжал кулаки, ощущая прилив жизненных сил, который напоминает юность и предвосхищение будущих достижений. Он перестал воспринимать Захара Павловича как неопытного работника и заговорил с ним, как со своим братом: – Работа помогла тебе приобрести опыт и знания. Но человек бесполезен... Дома лежит и ничего полезного не делает... А взгляни хотя бы на птиц... '",31.25,1,mistral,7b
22,"'В городе Федор-Кузьмичске, свирепых семи холмов царствующем, лежит край земли незнакомой и обширной, окруженный полями бескрайними и полей неисследованных. Леса густые лежат на севере, как заслон вертикальный от валежника, ветви деревьев переплетённые, мешают проходу людскому, кустарники цепляются за одежду, а ветви сбрасывают головные уборы. По старожильческим преданиям, здесь обитает мифическое существо называемое кысь. Оно сидит на ветках деревьев и издает странные звуки: кы-ысь! кы-ысь!, однако увидеть его невозможно. Когда человек попадается под атаку этого существа, оно захлебывает его в лобовой резонатор и разрывает важнейший кровеносный сосуд, приводя к утрате сознания человеком. Вернувшись домой, пострадавший больше не является тем самым человеком, его взгляд становится безразумным, он двигается хаотично, как сонный сон-в-жизни. Родственники приводят такого человека домой, иногда ради развлечения ставят перед ним пустую тарелку и вручают ложку, имитируя прием пищи; потерпевший совершает механические движения, якобы принимая пищу, хотя тарелки пусты, родственники смеются над этим зрелищем. Самостоятельно больной человек не способен ни заботиться о себе, ни соблюдать гигиену, нуждаясь в постоянном уходе. Некоторые заботливые супруги или родители отводят его в специальное помещение, а если уход отсутствует, он умирает от разрыва мочевого пузыря. Таким образом действует кысь. Иногда оно захлебывается и нападает на людей на западном пути. Хотя кажется, что там имеется едва заметная дорожка, похожая на тропинку, ведет прочь от города. Человек движется вперед, город постепенно исчезает из виду, легкие дуновения ветра приносят приятные ощущения, создается впечатление благополучия, но неожиданно возникает чувство растерянности: человек останавливается, задумываясь о цели своего путешествия, задается вопросом, зачем туда нужно идти, ведь он уже знаком с местностью впереди, и вряд ли там будет лучше. Возникает острое ощущение собственной беспомощности, тоски. Размышляя, человек вспоминает свою дом, возможно оплакивающую хозяйку, домашних куриц, тепло натопленной печи, уют домашней обстановки. Тоска усиливается, он чувствует себя потерянным и одиноким. Наконец, плевок заставляет его вернуться назад, иногда он даже бежит, испытывая облегчение при виде родных предметов издалека, и слезы текут непроизвольно. Действительно, настолько сильно, что капли катятся до самого подбородка.'",29.57,1,mistral,7b
